0543048649,240955106
2250245848,241301655
0584103832,241360683
2127446843,241457048
0188223614,241561031
0188223614,241561975
0188223614,241563430
2218029201,243083115
0218004422,243121859
1058118033,243142640
0408087872,243161726
1602371849,243209588
1184289146,243486981
0434193835,244116148
0140375163,244504928
2141061842,244709913
0566056040,244846584
0056049109,245803370
2681362154,246081939
1403095027,246708627
2225047030,246955923
0160671152,247287982
0412064032,247325942
0146096078,247591566
1917291146,247986896
0106085632,248033829
0851056705,248160261
1012028831,248513810
1637002633,248518968
0043038033,248615458
1804143848,248971558
1371361849,249489468
0212076871,249578222
0381500032,249664417
0469035166,249936108
0205141153,250202190
0059088617,250250109
1834284141,250250848
0195509617,250265197
0908128648,250267601
1319225023,250446872
2134055843,250599336
2150071146,250634976
0018049676,250646667
1165002674,251166298
1165002674,251183788
1834284141,251305086
0728178849,251331604
0106084072,251350614
0089699169,251416081
3495397154,251483668
2930323841,251499539
1473646147,251533315
0430053694,251863133
1834284141,251992676
1275036075,252015077
0155032063,252060805
1364267151,252110473
1834284141,252143752
1371261023,252146469
0957095839,252147031
0239042211,252154169
1254706144,252155908
0064040678,252155991
0013154067,252157522
1033644152,252157581
1721051207,252158966
0357062611,252166398
1034461143,252166626
0217176874,252167268
0726293152,252167752
1053178644,252171013
1199005644,252174818
0342020708,252181544
0515002632,252182881
1826101204,252184627
0610174849,252186158
0010064871,252189638
1955102841,252199172
0110053808,252205206
1663122644,252207346
1584222846,252210297
0863359147,252215331
1261209645,252238170
2901490140,252239261
0372069021,252307762
0584081152,252308618
0321102840,252309981
1936071644,252311354
0645064049,252315172
2307087649,252321408
1119150645,252321795
0079358156,252323826
1327317846,252329545
1045006077,252346524
1369022072,252346993
0268037694,252348621
0304130842,252355129
2884048840,252467523
0273462036,252468672
0116001611,252522463
1332111648,252735813
3287040848,252912339
1937502142,253008875
2917060846,253025298
0706011848,253028240
0171042203,253050680
0134094861,253064694
2934001633,253068738
0568108047,253102214
0481285161,253108328
0123037160,253126848
0222054033,253227425
0041088832,253328763
0813043684,253436687
2500048141,253613441
0008079675,253619382
0025002676,253652476
0585065683,254068291
0123023616,254118859
0833248032,254157716
0596028209,254263500
1834284141,254482371
1793151034,254601481
1336010846,254644012
1569015207,254846808
0409517232,254867647
3106104841,255087198
0671292209,255854078
1577442039,256059333
2656576143,256194296
0278090832,256363784
0001236694,256602136
0350817144,256694643
0350817144,256694926
0350817144,256695073
0441815156,256804815
0584103832,257399677
0155952849,257865544
0018750166,257892425
0514226208,258052518
0916075203,258148520
0916075203,258153736
0916075203,258154435
2055483149,258185672
3368074146,258336274
1385453145,258337948
1158019644,258711623
2376082141,259019979
3347949848,259086063
0458052040,259250965
0788089076,259251743
1537075846,259313752
3028092843,259375451
0473585164,259660693
0275118875,259935175
3942159207,260110339
1224252021,260127668
1224252021,260127668
2113107847,260395077
3688331036,260482737
2765066036,260528302
0043094143,260895631
3831116847,261106193
1239869140,261176552
0953055845,261291109
0846004075,261403992
2611436144,261405701
1390050209,261422346
1454024140,261458818
0243085651,261495794
0224045815,261513267
0224045815,261513584
0224045815,261513916
0224045815,261514909
0374116077,261583356
1769036847,261683335
0064606171,261794174
0092003839,261809480
0351047691,261848404
0183032630,261956233
0345001861,261983763
0135225159,262090155
0822452157,262152877
0014858153,262160522
0281065029,262198286
0565694700,262199306
0659338149,262325595
1209028032,262466460
0644029647,262537807
1884113646,262626610
1160191845,262656272
0300059201,262670962
1421608140,262713560
1598089140,262901186
1947193841,262917951
1364002699,263088289
0348121831,263149228
0230480154,263178116
1711003036,263237043
0530051044,263278359
0001013648,263324090
1405096841,263433446
2105137141,263440865
1653140648,263449162
2235092844,263485671
1813406145,263555824
0032067696,263677647
0954017844,263704165
1531236147,263741405
1363126143,263776284
0470014663,263872369
0506121409,263897662
2180001659,263919719
0030313159,263924780
0207014614,263959503
0928471028,264034624
0711307140,264105480
0360034094,264190080
0263730145,264215844
0876095647,264364853
0361052632,264384212
0133084699,264445808
3694438148,264498968
0792106403,264517832
0479025702,264536360
0237057146,264595959
0960142644,264597732
0526679188,264603266
1434016075,264603745
2428088849,264721607
0255057846,264839279
0812012102,264912771
1351143845,264930954
0331198416,264971688
1915023848,264993990
0826047219,265002007
0543136832,265053547
2143442149,265070801
2143442149,265076169
0520936147,265142433
0431113166,265183266
0550025423,265184172
0573492063,265187295
0139136808,265195073
1372462836,265212448
0366220408,265212504
0076035062,265212554
0246048060,265212674
0595076407,265213046
0022488159,265213209
0026097063,265213452
0374101418,265213920
1384126841,265214510
0541053062,265220349
1962281141,265262964
